variance,percentage,fxy,cxy,reward,done
0.3,0.0,-0.04,-0.45,0.031,True
0.3,0.0,-0.04,-0.4,0.0303,True
0.3,0.0,-0.04,-0.35,0.0301,True
0.3,0.0,-0.04,-0.3,0.0305,True
0.3,0.0,-0.04,-0.25,0.0315,True
0.3,0.0,-0.04,-0.2,0.033,True
0.3,0.0,-0.04,-0.15,0.0349,True
0.3,0.0,-0.04,-0.1,0.0372,True
0.3,0.0,-0.04,-0.05,0.04,True
0.3,0.0,-0.04,0.0,0.043,True
0.3,0.0,-0.04,0.05,0.0462,True
0.3,0.0,-0.04,0.1,0.0498,True
0.3,0.0,-0.02,-0.5,0.0313,True
0.3,0.0,-0.02,-0.45,0.0279,False
0.3,0.0,-0.02,-0.4,0.0247,False
0.3,0.0,-0.02,-0.35,0.0216,False
0.3,0.0,-0.02,-0.3,0.0189,False
0.3,0.0,-0.02,-0.25,0.0167,False
0.3,0.0,-0.02,-0.2,0.0155,False
0.3,0.0,-0.02,-0.15,0.0153,False
0.3,0.0,-0.02,-0.1,0.0163,False
0.3,0.0,-0.02,-0.05,0.0184,False
0.3,0.0,-0.02,0.0,0.0211,False
0.3,0.0,-0.02,0.05,0.0244,False
0.3,0.0,-0.02,0.1,0.028,False
0.3,0.0,-0.02,0.15,0.032,True
0.3,0.0,0.0,-0.45,0.0388,True
0.3,0.0,0.0,-0.4,0.0347,True
0.3,0.0,0.0,-0.35,0.0305,True
0.3,0.0,0.0,-0.3,0.0264,False
0.3,0.0,0.0,-0.25,0.0221,False
0.3,0.0,0.0,-0.2,0.0179,False
0.3,0.0,0.0,-0.15,0.0137,False
0.3,0.0,0.0,-0.1,0.0094,False
0.3,0.0,0.0,-0.05,0.0051,False
0.3,0.0,0.0,0.0,0.001,False
0.3,0.0,0.0,0.05,0.0038,False
0.3,0.0,0.0,0.1,0.0082,False
0.3,0.0,0.0,0.15,0.0128,False
0.3,0.0,0.0,0.2,0.0174,False
0.3,0.0,0.02,-0.3,0.0433,True
0.3,0.0,0.02,-0.25,0.0393,True
0.3,0.0,0.02,-0.2,0.0353,True
0.3,0.0,0.02,-0.15,0.0315,True
0.3,0.0,0.02,-0.1,0.0277,False
0.3,0.0,0.02,-0.05,0.024,False
0.3,0.0,0.02,0.0,0.0205,False
0.3,0.0,0.02,0.05,0.0175,False
0.3,0.0,0.02,0.1,0.0151,False
0.3,0.0,0.02,0.15,0.0138,False
0.3,0.0,0.02,0.2,0.014,False
0.3,0.0,0.04,-0.1,0.0472,True
0.3,0.0,0.04,-0.05,0.0437,True
0.3,0.0,0.04,0.0,0.0403,True
0.3,0.0,0.04,0.05,0.0372,True
0.3,0.0,0.04,0.1,0.0343,True
0.3,0.0,0.04,0.15,0.0319,True
0.3,0.0,0.04,0.2,0.0299,False
0.3,0.0,0.04,0.3,0.0278,False
0.3,0.05,-0.04,-0.45,0.0305,True
0.3,0.05,-0.04,-0.4,0.03,True
0.3,0.05,-0.04,-0.35,0.0301,True
0.3,0.05,-0.04,-0.3,0.0295,False
0.3,0.05,-0.04,-0.25,0.0304,True
