variance,percentage,fxy,cxy,reward,done
0.3,0.0,0.06,-0.4,0.0883,True
0.3,0.0,0.06,-0.35,0.0846,True
0.3,0.0,0.06,-0.3,0.0808,True
0.3,0.0,0.06,-0.25,0.0771,True
0.3,0.0,0.06,-0.2,0.0735,True
0.3,0.0,0.06,-0.15,0.0699,False
0.3,0.0,0.06,-0.1,0.0664,False
0.3,0.0,0.06,-0.05,0.0629,False
0.3,0.0,0.06,0.0,0.0596,False
0.3,0.0,0.06,0.05,0.0564,False
0.3,0.0,0.06,0.1,0.0534,False
0.3,0.0,0.08,-0.15,0.0887,True
0.3,0.0,0.08,-0.1,0.0852,True
0.3,0.0,0.08,-0.05,0.0818,True
0.3,0.0,0.08,0.0,0.0784,True
0.3,0.0,0.08,0.05,0.0751,True
0.3,0.05,-0.1,-0.6,0.0816,True
0.3,0.05,-0.1,-0.55,0.0833,True
0.3,0.05,-0.1,-0.4,0.0898,True
0.3,0.05,-0.08,-0.6,0.0609,False
0.3,0.05,-0.08,-0.55,0.063,False
0.3,0.05,-0.08,-0.5,0.0653,False
0.3,0.05,-0.08,-0.45,0.0656,False
0.3,0.05,-0.08,-0.4,0.0683,False
0.3,0.05,-0.08,-0.25,0.0729,True
0.3,0.05,-0.08,-0.15,0.0811,True
0.3,0.05,-0.08,-0.1,0.0839,True
0.3,0.05,-0.08,-0.05,0.0854,True
0.3,0.05,-0.08,0.0,0.089,True
0.3,0.05,-0.06,-0.6,0.0443,False
0.3,0.05,-0.06,-0.55,0.0438,False
0.3,0.05,-0.06,-0.5,0.0452,False
0.3,0.05,-0.06,-0.45,0.0455,False
0.3,0.05,-0.06,-0.4,0.0465,False
0.3,0.05,-0.06,-0.35,0.0487,False
0.3,0.05,-0.06,-0.3,0.0494,False
0.3,0.05,-0.06,-0.25,0.0521,False
0.3,0.05,-0.06,-0.2,0.0564,False
0.3,0.05,-0.06,-0.15,0.0568,False
0.3,0.05,-0.06,-0.1,0.0595,False
0.3,0.05,-0.06,-0.05,0.0621,False
0.3,0.05,-0.06,0.0,0.0648,False
0.3,0.05,-0.06,0.05,0.0695,False
0.3,0.05,-0.04,-0.6,0.036,False
0.3,0.05,-0.04,-0.55,0.0337,False
0.3,0.05,-0.04,-0.5,0.0313,False
0.3,0.05,-0.04,-0.45,0.0305,False
0.3,0.05,-0.04,-0.4,0.03,False
0.3,0.05,-0.04,-0.35,0.0299,False
0.3,0.05,-0.04,-0.3,0.0303,False
0.3,0.05,-0.04,-0.25,0.0324,False
0.3,0.05,-0.04,-0.2,0.0333,False
0.3,0.05,-0.04,-0.15,0.035,False
0.3,0.05,-0.04,-0.1,0.038,False
0.3,0.05,-0.04,-0.05,0.039,False
0.3,0.05,-0.04,0.0,0.0429,False
0.3,0.05,-0.04,0.05,0.0456,False
0.3,0.05,-0.04,0.1,0.0505,False
0.3,0.05,-0.02,-0.6,0.038,False
0.3,0.05,-0.02,-0.55,0.0355,False
0.3,0.05,-0.02,-0.5,0.0313,False
0.3,0.05,-0.02,-0.45,0.0275,False
0.3,0.05,-0.02,-0.4,0.0246,False
0.3,0.05,-0.02,-0.35,0.0209,False
0.3,0.05,-0.02,-0.3,0.0181,False
0.3,0.05,-0.02,-0.25,0.0164,False
0.3,0.05,-0.02,-0.2,0.0164,False
0.3,0.05,-0.02,-0.15,0.015,False
0.3,0.05,-0.02,-0.1,0.0157,False
0.3,0.05,-0.02,-0.05,0.019,False
0.3,0.05,-0.02,0.0,0.0205,False
0.3,0.05,-0.02,0.05,0.0242,False
0.3,0.05,-0.02,0.1,0.0297,False
0.3,0.05,-0.02,0.15,0.0307,False
0.3,0.05,0.0,-0.6,0.0495,False
0.3,0.05,0.0,-0.55,0.0465,False
0.3,0.05,0.0,-0.5,0.0421,False
0.3,0.05,0.0,-0.45,0.0392,False
0.3,0.05,0.0,-0.4,0.033,False
0.3,0.05,0.0,-0.35,0.0297,False
0.3,0.05,0.0,-0.3,0.0255,False
0.3,0.05,0.0,-0.25,0.0222,False
0.3,0.05,0.0,-0.2,0.0163,False
0.3,0.05,0.0,-0.15,0.0139,False
0.3,0.05,0.0,-0.1,0.0096,False
0.3,0.05,0.0,-0.05,0.0068,False
0.3,0.05,0.0,0.0,0.0019,False
0.3,0.05,0.0,0.05,0.0035,False
0.3,0.05,0.0,0.1,0.009,False
0.3,0.05,0.0,0.15,0.013,False
0.3,0.05,0.02,-0.6,0.0676,False
0.3,0.05,0.02,-0.55,0.0629,False
0.3,0.05,0.02,-0.5,0.0589,False
0.3,0.05,0.02,-0.45,0.0529,False
0.3,0.05,0.02,-0.4,0.0494,False
0.3,0.05,0.02,-0.35,0.0482,False
0.3,0.05,0.02,-0.3,0.0437,False
0.3,0.05,0.02,-0.25,0.0396,False
0.3,0.05,0.02,-0.2,0.0346,False
0.3,0.05,0.02,-0.15,0.0316,False
0.3,0.05,0.02,-0.1,0.0266,False
0.3,0.05,0.02,-0.05,0.0242,False
0.3,0.05,0.02,0.0,0.0194,False
0.3,0.05,0.02,0.05,0.1354,True
0.3,0.05,0.02,0.1,0.014,False
0.3,0.05,0.04,-0.6,0.0857,True
0.3,0.05,0.04,-0.5,0.0753,True
0.3,0.05,0.04,-0.45,0.0695,False
0.3,0.05,0.04,-0.4,0.0678,False
0.3,0.05,0.04,-0.35,0.0662,False
0.3,0.05,0.04,-0.3,0.0623,False
0.3,0.05,0.04,-0.25,0.0561,False
0.3,0.05,0.04,-0.2,0.0537,False
0.3,0.05,0.04,-0.15,0.0508,False
0.3,0.05,0.04,-0.1,0.0476,False
0.3,0.05,0.04,-0.05,0.0448,False
0.3,0.05,0.04,0.0,0.0416,False
0.3,0.05,0.04,0.05,0.038,False
0.3,0.05,0.04,0.15,0.031,False
0.3,0.05,0.06,-0.4,0.0887,True
0.3,0.05,0.06,-0.35,0.0842,True
0.3,0.05,0.06,-0.3,0.0802,True
0.3,0.05,0.06,-0.25,0.0783,True
0.3,0.05,0.06,-0.2,0.0727,True
0.3,0.05,0.06,-0.15,0.0715,True
0.3,0.05,0.06,-0.1,0.067,False
0.3,0.05,0.06,-0.05,0.0618,False
0.3,0.05,0.06,0.0,0.0597,False
0.3,0.05,0.06,0.05,0.0564,False
0.3,0.05,0.08,-0.1,0.0841,True
0.3,0.05,0.08,-0.05,0.1756,True
0.3,0.05,0.08,0.0,0.1765,True
0.3,0.1,-0.1,-0.6,0.0822,True
0.3,0.1,-0.08,-0.6,0.0613,False
0.3,0.1,-0.08,-0.55,0.062,False
0.3,0.1,-0.08,-0.45,0.067,False
0.3,0.1,-0.08,-0.4,0.0697,False
0.3,0.1,-0.08,-0.3,0.0725,True
0.3,0.1,-0.08,-0.05,0.0852,True
0.3,0.1,-0.06,-0.6,0.0446,False
0.3,0.1,-0.06,-0.55,0.044,False
0.3,0.1,-0.06,-0.45,0.0462,False
0.3,0.1,-0.06,-0.4,0.0462,False
0.3,0.1,-0.06,-0.35,0.0467,False
0.3,0.1,-0.06,-0.3,0.0485,False
0.3,0.1,-0.06,-0.15,0.0568,False
0.3,0.1,-0.06,-0.1,0.0591,False
0.3,0.1,-0.06,-0.05,0.0638,False
0.3,0.1,-0.06,0.0,0.0672,False
0.3,0.1,-0.06,0.05,0.0704,True
0.3,0.1,-0.04,-0.6,0.0352,False
0.3,0.1,-0.04,-0.55,0.0334,False
0.3,0.1,-0.04,-0.5,0.0317,False
0.3,0.1,-0.04,-0.45,0.0321,False
0.3,0.1,-0.04,-0.4,0.0306,False
0.3,0.1,-0.04,-0.35,0.0289,False
0.3,0.1,-0.04,-0.3,0.0318,False
0.3,0.1,-0.04,-0.25,0.0329,False
0.3,0.1,-0.04,-0.2,0.0311,False
0.3,0.1,-0.04,-0.15,0.0323,False
0.3,0.1,-0.04,-0.1,0.0348,False
0.3,0.1,-0.04,-0.05,0.0383,False
0.3,0.1,-0.04,0.0,0.0431,False
0.3,0.1,-0.04,0.05,0.0477,False
0.3,0.1,-0.04,0.1,0.0497,False
0.3,0.1,-0.02,-0.6,0.0379,False
0.3,0.1,-0.02,-0.55,0.0353,False
0.3,0.1,-0.02,-0.5,0.0322,False
0.3,0.1,-0.02,-0.45,0.0295,False
0.3,0.1,-0.02,-0.4,0.0257,False
0.3,0.1,-0.02,-0.35,0.0214,False
0.3,0.1,-0.02,-0.3,0.0182,False
0.3,0.1,-0.02,-0.25,0.0155,False
0.3,0.1,-0.02,-0.2,0.0155,False
0.3,0.1,-0.02,-0.15,0.0149,False
0.3,0.1,-0.02,-0.1,0.0189,False
0.3,0.1,-0.02,-0.05,0.0183,False
0.3,0.1,-0.02,0.0,0.0197,False
0.3,0.1,-0.02,0.05,0.0248,False
0.3,0.1,0.0,-0.6,0.0513,False
0.3,0.1,0.0,-0.55,0.0462,False
0.3,0.1,0.0,-0.5,0.0424,False
0.3,0.1,0.0,-0.45,0.0356,False
0.3,0.1,0.0,-0.4,0.0331,False
0.3,0.1,0.0,-0.35,0.0287,False
0.3,0.1,0.0,-0.3,0.0273,False
0.3,0.1,0.0,-0.25,0.0239,False
0.3,0.1,0.0,-0.2,0.0163,False
0.3,0.1,0.0,-0.15,0.0132,False
0.3,0.1,0.0,-0.1,0.0062,False
0.3,0.1,0.0,-0.05,0.0034,False
0.3,0.1,0.0,0.0,0.0062,False
0.3,0.1,0.0,0.05,0.0045,False
0.3,0.1,0.0,0.15,0.0146,False
0.3,0.1,0.02,-0.6,0.0693,False
0.3,0.1,0.02,-0.55,0.0646,False
0.3,0.1,0.02,-0.5,0.0614,False
0.3,0.1,0.02,-0.45,0.0585,False
0.3,0.1,0.02,-0.4,0.0525,False
0.3,0.1,0.02,-0.35,0.0478,False
0.3,0.1,0.02,-0.3,0.0453,False
0.3,0.1,0.02,-0.25,0.041,False
0.3,0.1,0.02,-0.2,0.0395,False
0.3,0.1,0.02,-0.15,0.0344,False
0.3,0.1,0.02,-0.1,0.0261,False
0.3,0.1,0.02,-0.05,0.02,False
0.3,0.1,0.02,0.0,0.0247,False
0.3,0.1,0.02,0.05,0.0196,False
0.3,0.1,0.02,0.1,0.0152,False
0.3,0.1,0.02,0.15,0.1378,True
0.3,0.1,0.04,-0.6,0.0884,True
0.3,0.1,0.04,-0.55,0.0815,True
0.3,0.1,0.04,-0.5,0.0757,True
0.3,0.1,0.04,-0.45,0.0739,True
0.3,0.1,0.04,-0.4,0.0666,False
0.3,0.1,0.04,-0.35,0.0612,False
0.3,0.1,0.04,-0.3,0.0655,False
0.3,0.1,0.04,-0.25,0.0574,False
0.3,0.1,0.04,-0.2,0.0554,False
0.3,0.1,0.04,-0.15,0.0506,False
0.3,0.1,0.04,-0.1,0.0476,False
0.3,0.1,0.04,-0.05,0.0448,False
0.3,0.1,0.04,0.0,0.0394,False
0.3,0.1,0.04,0.05,0.0358,False
0.3,0.1,0.04,0.1,0.033,False
0.3,0.1,0.04,0.15,0.0319,False
0.3,0.1,0.04,0.2,0.0293,False
0.3,0.1,0.04,0.25,0.0295,False
0.3,0.1,0.06,-0.4,0.0923,True
0.3,0.1,0.06,-0.35,0.0838,True
0.3,0.1,0.06,-0.3,0.0808,True
0.3,0.1,0.06,-0.25,0.0789,True
0.3,0.1,0.06,-0.2,0.0749,True
0.3,0.1,0.06,-0.15,0.075,True
0.3,0.1,0.06,-0.1,0.0709,True
0.3,0.1,0.06,-0.05,0.0608,False
0.3,0.1,0.06,0.0,0.0622,False
0.3,0.1,0.06,0.05,0.0524,False
0.3,0.1,0.06,0.1,0.1643,True
0.3,0.1,0.08,-0.05,0.079,True
0.3,0.1,0.08,0.0,0.0768,True
0.3,0.15,-0.08,-0.6,0.0616,False
0.3,0.15,-0.08,-0.45,0.0654,False
0.3,0.15,-0.08,-0.35,0.0705,True
0.3,0.15,-0.06,-0.6,0.0456,False
0.3,0.15,-0.06,-0.45,0.0472,False
0.3,0.15,-0.06,-0.3,0.0533,False
0.3,0.15,-0.06,-0.1,0.0613,False
0.3,0.15,-0.06,-0.05,0.0564,False
0.3,0.15,-0.06,0.0,0.0693,False
0.3,0.15,-0.04,-0.6,0.031,False
0.3,0.15,-0.04,-0.55,0.0332,False
0.3,0.15,-0.04,-0.5,0.0329,False
0.3,0.15,-0.04,-0.45,0.0291,False
0.3,0.15,-0.04,-0.4,0.0306,False
0.3,0.15,-0.04,-0.35,0.0298,False
0.3,0.15,-0.04,-0.3,0.034,False
0.3,0.15,-0.04,-0.15,0.0339,False
0.3,0.15,-0.04,-0.1,0.0373,False
0.3,0.15,-0.04,-0.05,0.0355,False
0.3,0.15,-0.04,0.0,0.0416,False
0.3,0.15,-0.02,-0.6,0.0379,False
0.3,0.15,-0.02,-0.55,0.0381,False
0.3,0.15,-0.02,-0.5,0.0316,False
0.3,0.15,-0.02,-0.45,0.0274,False
0.3,0.15,-0.02,-0.4,0.0242,False
0.3,0.15,-0.02,-0.35,0.0199,False
0.3,0.15,-0.02,-0.3,0.0182,False
0.3,0.15,-0.02,-0.25,0.0156,False
0.3,0.15,-0.02,-0.2,0.0154,False
0.3,0.15,-0.02,-0.15,0.0184,False
0.3,0.15,-0.02,-0.1,0.0136,False
0.3,0.15,-0.02,-0.05,0.0206,False
0.3,0.15,-0.02,0.0,0.0174,False
0.3,0.15,0.0,-0.6,0.0496,False
0.3,0.15,0.0,-0.55,0.0474,False
0.3,0.15,0.0,-0.5,0.0401,False
0.3,0.15,0.0,-0.45,0.0373,False
0.3,0.15,0.0,-0.4,0.0352,False
0.3,0.15,0.0,-0.35,0.0313,False
0.3,0.15,0.0,-0.3,0.0264,False
0.3,0.15,0.0,-0.25,0.0216,False
0.3,0.15,0.0,-0.2,0.022,False
0.3,0.15,0.0,-0.15,0.0152,False
0.3,0.15,0.0,-0.1,0.0127,False
0.3,0.15,0.0,-0.05,0.0086,False
0.3,0.15,0.0,0.0,0.0043,False
0.3,0.15,0.0,0.05,0.0056,False
0.3,0.15,0.0,0.1,0.0102,False
0.3,0.15,0.0,0.15,0.1325,True
0.3,0.15,0.02,-0.6,0.0601,False
0.3,0.15,0.02,-0.55,0.062,False
0.3,0.15,0.02,-0.5,0.0609,False
0.3,0.15,0.02,-0.45,0.0544,False
0.3,0.15,0.02,-0.4,0.0609,False
0.3,0.15,0.02,-0.35,0.0462,False
0.3,0.15,0.02,-0.3,0.0452,False
0.3,0.15,0.02,-0.25,0.0403,False
0.3,0.15,0.02,-0.2,0.0302,False
0.3,0.15,0.02,-0.15,0.0293,False
0.3,0.15,0.02,-0.1,0.0252,False
0.3,0.15,0.02,-0.05,0.0215,False
0.3,0.15,0.02,0.0,0.0236,False
0.3,0.15,0.02,0.05,0.0145,False
0.3,0.15,0.02,0.1,0.0157,False
0.3,0.15,0.02,0.15,0.0107,False
0.3,0.15,0.02,0.2,0.0146,False
0.3,0.15,0.02,0.25,0.0168,False
0.3,0.15,0.02,0.3,0.1463,True
0.3,0.15,0.04,-0.55,0.0777,True
0.3,0.15,0.04,-0.5,0.0799,True
0.3,0.15,0.04,-0.45,0.0757,True
0.3,0.15,0.04,-0.4,0.0662,False
0.3,0.15,0.04,-0.35,0.0608,False
0.3,0.15,0.04,-0.3,0.0607,False
0.3,0.15,0.04,-0.25,0.0638,False
0.3,0.15,0.04,-0.2,0.0509,False
0.3,0.15,0.04,-0.15,0.0525,False
0.3,0.15,0.04,-0.1,0.0442,False
0.3,0.15,0.04,-0.05,0.044,False
0.3,0.15,0.04,0.0,0.0412,False
0.3,0.15,0.04,0.05,0.0425,False
0.3,0.15,0.04,0.1,0.0321,False
0.3,0.15,0.04,0.15,0.0348,False
0.3,0.15,0.04,0.2,0.1609,True
0.3,0.15,0.04,0.25,0.2912,True
0.3,0.15,0.06,-0.3,0.0841,True
0.3,0.15,0.06,-0.25,0.0709,True
0.3,0.15,0.06,-0.2,0.0712,True
0.3,0.15,0.06,-0.15,0.0726,True
0.3,0.15,0.06,-0.1,0.0654,False
0.3,0.15,0.06,-0.05,0.0633,False
0.3,0.15,0.06,0.0,0.0578,False
0.3,0.15,0.06,0.05,0.054,False
0.3,0.15,0.06,0.1,0.0529,False
0.3,0.15,0.08,-0.1,0.0887,True
0.3,0.15,0.08,-0.05,0.0804,True
0.3,0.15,0.08,0.0,0.0753,True
0.3,0.15,0.08,0.05,0.078,True
0.3,0.15,0.08,0.1,0.0699,False
0.3,0.2,-0.1,-0.45,0.0904,True
0.3,0.2,-0.08,-0.6,0.0661,False
0.3,0.2,-0.08,-0.45,0.0698,False
0.3,0.2,-0.08,-0.35,0.0663,False
0.3,0.2,-0.08,-0.1,0.0854,True
0.3,0.2,-0.06,-0.55,0.0442,False
0.3,0.2,-0.06,-0.5,0.0428,False
0.3,0.2,-0.06,-0.1,0.0579,False
0.3,0.2,-0.04,-0.6,0.0341,False
0.3,0.2,-0.04,-0.55,0.0333,False
0.3,0.2,-0.04,-0.5,0.0313,False
0.3,0.2,-0.04,-0.4,0.0308,False
0.3,0.2,-0.04,-0.35,0.0287,False
0.3,0.2,-0.04,-0.3,0.0274,False
0.3,0.2,-0.04,-0.25,0.0284,False
0.3,0.2,-0.04,-0.2,0.0326,False
0.3,0.2,-0.04,-0.15,0.039,False
0.3,0.2,-0.04,-0.1,0.0364,False
0.3,0.2,-0.04,-0.05,0.0408,False
0.3,0.2,-0.04,0.0,0.0387,False
0.3,0.2,-0.04,0.05,0.0535,False
0.3,0.2,-0.04,0.1,0.0519,False
0.3,0.2,-0.04,0.15,0.0507,False
0.3,0.2,-0.02,-0.6,0.0344,False
0.3,0.2,-0.02,-0.55,0.0315,False
0.3,0.2,-0.02,-0.5,0.0289,False
0.3,0.2,-0.02,-0.45,0.0295,False
0.3,0.2,-0.02,-0.4,0.024,False
0.3,0.2,-0.02,-0.35,0.022,False
0.3,0.2,-0.02,-0.3,0.0187,False
0.3,0.2,-0.02,-0.25,0.0176,False
0.3,0.2,-0.02,-0.2,0.0182,False
0.3,0.2,-0.02,-0.15,0.016,False
0.3,0.2,-0.02,-0.1,0.0193,False
0.3,0.2,-0.02,-0.05,0.0155,False
0.3,0.2,-0.02,0.0,0.0212,False
0.3,0.2,-0.02,0.05,0.0294,False
0.3,0.2,-0.02,0.1,0.0251,False
0.3,0.2,-0.02,0.15,0.0323,False
0.3,0.2,-0.02,0.2,0.0387,False
0.3,0.2,-0.02,0.25,0.1288,True
0.3,0.2,0.0,-0.6,0.0503,False
0.3,0.2,0.0,-0.55,0.051,False
0.3,0.2,0.0,-0.5,0.0462,False
0.3,0.2,0.0,-0.45,0.0428,False
0.3,0.2,0.0,-0.4,0.0419,False
0.3,0.2,0.0,-0.35,0.0308,False
0.3,0.2,0.0,-0.3,0.026,False
0.3,0.2,0.0,-0.25,0.0314,False
0.3,0.2,0.0,-0.2,0.0219,False
0.3,0.2,0.0,-0.15,0.014,False
0.3,0.2,0.0,-0.1,0.0082,False
0.3,0.2,0.0,-0.05,0.0122,False
0.3,0.2,0.0,0.0,0.0072,False
0.3,0.2,0.0,0.05,0.0047,False
0.3,0.2,0.0,0.1,0.0091,False
0.3,0.2,0.0,0.15,0.0099,False
0.3,0.2,0.0,0.2,0.1313,True
0.3,0.2,0.02,-0.55,0.0645,False
0.3,0.2,0.02,-0.5,0.0613,False
0.3,0.2,0.02,-0.45,0.0599,False
0.3,0.2,0.02,-0.4,0.0562,False
0.3,0.2,0.02,-0.35,0.047,False
0.3,0.2,0.02,-0.3,0.0492,False
0.3,0.2,0.02,-0.25,0.0436,False
0.3,0.2,0.02,-0.2,0.0389,False
0.3,0.2,0.02,-0.15,0.034,False
0.3,0.2,0.02,-0.1,0.0228,False
0.3,0.2,0.02,-0.05,0.1271,True
0.3,0.2,0.02,0.0,0.0179,False
0.3,0.2,0.02,0.05,0.015,False
0.3,0.2,0.02,0.1,0.0201,False
0.3,0.2,0.02,0.15,0.0157,False
0.3,0.2,0.02,0.2,0.0158,False
0.3,0.2,0.02,0.25,0.0184,False
0.3,0.2,0.04,-0.4,0.0708,True
0.3,0.2,0.04,-0.35,0.0664,False
0.3,0.2,0.04,-0.3,0.0582,False
0.3,0.2,0.04,-0.25,0.0563,False
0.3,0.2,0.04,-0.2,0.054,False
0.3,0.2,0.04,-0.15,0.049,False
0.3,0.2,0.04,-0.1,0.046,False
0.3,0.2,0.04,-0.05,0.0414,False
0.3,0.2,0.04,0.0,0.0434,False
0.3,0.2,0.04,0.05,0.035,False
0.3,0.2,0.04,0.1,0.0331,False
0.3,0.2,0.06,-0.2,0.081,True
0.3,0.2,0.06,-0.15,0.0686,False
0.3,0.2,0.06,-0.1,0.0659,False
0.3,0.2,0.06,-0.05,0.0665,False
0.3,0.2,0.06,0.0,0.0578,False
0.3,0.2,0.06,0.05,0.1664,True
0.3,0.2,0.06,0.1,0.0432,False
0.3,0.2,0.08,-0.15,0.0857,True
0.3,0.2,0.08,-0.1,0.0804,True
0.3,0.2,0.08,-0.05,0.077,True
0.3,0.2,0.08,0.0,0.0827,True
0.3,0.25,-0.06,0.05,0.0659,False
0.3,0.25,-0.06,0.1,0.0708,True
0.3,0.25,-0.04,-0.4,0.0291,False
0.3,0.25,-0.04,-0.15,0.0277,False
0.3,0.25,-0.04,0.05,0.0486,False
0.3,0.25,-0.04,0.1,0.0426,False
0.3,0.25,-0.02,-0.45,0.0302,False
0.3,0.25,-0.02,-0.4,0.0225,False
0.3,0.25,-0.02,-0.35,0.0206,False
0.3,0.25,-0.02,-0.25,0.0183,False
0.3,0.25,-0.02,-0.2,0.0156,False
0.3,0.25,-0.02,-0.15,0.0159,False
0.3,0.25,-0.02,0.05,0.0299,False
0.3,0.25,-0.02,0.15,0.1112,True
0.3,0.25,0.0,-0.5,0.0422,False
0.3,0.25,0.0,-0.45,0.0403,False
0.3,0.25,0.0,-0.4,0.0344,False
0.3,0.25,0.0,-0.35,0.0343,False
0.3,0.25,0.0,-0.3,0.0309,False
0.3,0.25,0.0,-0.25,0.0192,False
0.3,0.25,0.0,-0.2,0.0227,False
0.3,0.25,0.0,-0.15,0.0214,False
0.3,0.25,0.0,-0.1,0.0064,False
0.3,0.25,0.02,-0.45,0.0624,False
0.3,0.25,0.02,-0.4,0.0424,False
0.3,0.25,0.02,-0.35,0.04,False
0.3,0.25,0.02,-0.3,0.0458,False
0.3,0.25,0.02,-0.25,0.0361,False
0.3,0.25,0.02,-0.2,0.0341,False
0.3,0.25,0.02,-0.15,0.0398,False
0.3,0.25,0.02,-0.1,0.0163,False
0.3,0.25,0.02,-0.05,0.024,False
